OSEBuildingID,DataYear,PropertyName,TaxParcelIdentificationNumber,CouncilDistrictCode,DefaultData,ComplianceStatus,Seattle Police Department Micro Community Policing Plan Areas,SPD Beats,Address,BuildingType,City,ENERGYSTARScore,GHGEmissions(MetricTonsCO2e),LargestPropertyUseType,LargestPropertyUseTypeGFA,Latitude,ListOfAllPropertyUseTypes,Longitude,Neighborhood,NumberofBuildings,NumberofFloors,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),State,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ZipCode,Age
117,2016,UNIVERSITY INN,1142001871,4,False,Compliant,60.0,38.0,4140 ROOSEVELT WAY NE,NonResidential,Seattle,53.0,191.2,Hotel,50017.0,47.65772,"Hotel, Swimming Pool",-122.31756000000001,NORTHEAST,2.0,4.0,Hotel,50017.0,0.0,50017.0,Swimming Pool,0.0,5448975.0,WA,,,98105.0,59.0
118,2016,Pathfinder K-8,1324039116,1,False,Missing Data,48.0,13.0,1901 SW Genesee St.,SPS-District K-12,Seattle,85.0,11.84,K-12 School,75364.0,47.5636,K-12 School,-122.35799999999999,DELRIDGE,1.0,3.0,K-12 School,74468.0,0.0,74468.0,,,0.0,WA,,,98106.0,22.0
119,2016,St. Joseph K-8 School,1336800825,3,False,Compliant,35.0,6.0,700 18th Ave. E.,NonResidential,Seattle,34.0,78.85,K-12 School,67743.0,47.625479999999996,K-12 School,-122.30828000000001,EAST,1.0,3.0,K-12 School,67743.0,0.0,67743.0,,,2646879.0,WA,,,98112.0,98.0
12,2016,311wh-Pioneer Square,0939000080,7,False,Compliant,14.0,19.0,612 2nd Ave,NonResidential,Seattle,43.0,392.16,Hotel,163984.0,47.602940000000004,Hotel,-122.33263000000001,DOWNTOWN,1.0,15.0,Hotel,163984.0,0.0,163984.0,,,13723820.0,WA,,,98104.0,117.0
120,2016,Holy Names Academy,1338800660,3,False,Compliant,35.0,6.0,728 21st Ave East,NonResidential,Seattle,100.0,243.23,K-12 School,194104.0,47.62644,K-12 School,-122.30429,EAST,1.0,6.0,K-12 School,194104.0,0.0,194104.0,,,6219841.5,WA,,,98112.0,113.0
121,2016,2100 Building,1498303116,3,False,Compliant,38.0,42.0,2100 24th Ave S,NonResidential,Seattle,63.0,34.14,Office,63681.0,47.58408,"Office, Parking",-122.30125,SOUTHEAST,1.0,3.0,Small- and Mid-Sized Office,63681.0,35752.0,99433.0,Parking,35752.0,4897760.0,WA,,,98144.0,18.0
122,2016,John Muir Elementary,1524049002,2,False,Missing Data,38.0,42.0,3301 S. Horton St.,SPS-District K-12,Seattle,71.0,16.36,K-12 School,60725.0,47.573240000000006,K-12 School,-122.29058,SOUTHEAST,1.0,2.0,K-12 School,58933.0,0.0,58933.0,,,0.0,WA,,,98144.0,30.0
125,2016,Mercer International Middle,1624049214,2,True,Error - Correct Default Data,42.0,41.0,1600 Columbian Way S.,SPS-District K-12,Seattle,61.0,238.48,K-12 School,134446.0,47.56413,K-12 School,-122.31208000000001,GREATER DUWAMISH,1.0,1.0,K-12 School,130862.0,0.0,130862.0,,,6456026.0,WA,,,98108.0,64.0
127,2016,Orca K-8 School,1704900242,2,True,Error - Correct Default Data,11.0,43.0,5215 46th Ave. S.,SPS-District K-12,Seattle,93.0,20.48,K-12 School,59955.0,47.55478,K-12 School,-122.27596000000001,SOUTHEAST,1.0,3.0,K-12 School,59955.0,0.0,59955.0,,,1633399.375,WA,,,98118.0,32.0
1280,2016,Filson World Headquarters LP,7666207095,2,False,Compliant,57.0,35.0,1741 1st Ave S,NonResidential,Seattle,3.0,49.29,Office,26044.0,47.58718,"Manufacturing/Industrial Plant, Office, Parking, Retail Store",-122.33466999999999,GREATER DUWAMISH,1.0,3.0,Mixed Use Property,53552.0,12586.0,66138.0,Manufacturing/Industrial Plant,13884.0,7070998.5,WA,Parking,13858.0,98134.0,100.0
1281,2016,4545 Building 751,8816400020,4,False,Compliant,60.0,38.0,4545 15th Ave NE,NonResidential,Seattle,1.0,128.73,Office,65434.0,47.661809999999996,Office,-122.31231000000001,NORTHEAST,1.0,3.0,Large Office,65434.0,48510.0,113944.0,,,17880184.0,WA,,,98105.0,61.0
130,2016,McClure Middle,1794501220,7,True,Error - Correct Default Data,50.0,39.0,1915 1st Ave. W.,SPS-District K-12,Seattle,86.0,84.75,K-12 School,93218.0,47.636829999999996,K-12 School,-122.35896000000001,MAGNOLIA / QUEEN ANNE,1.0,2.0,K-12 School,93218.0,0.0,93218.0,,,2887392.0,WA,,,98119.0,57.0
131,2016,Lakeview,1797500625,4,False,Compliant,53.0,47.0,1208 NE 64th st,NonResidential,Seattle,,44.32,Other,49000.0,47.67524,Other,-122.31533999999999,NORTHEAST,1.0,4.0,Other,56521.0,0.0,56521.0,,,6357632.0,WA,,,98115.0,80.0
132,2016,Roosevelt Square,1797500715,4,False,Compliant,53.0,47.0,6417 Roosevelt Way NE # 18-28,NonResidential,Seattle,,133.58,Other,119146.0,47.67559,"Other, Parking",-122.31768999999998,NORTHEAST,1.0,2.0,Other,206934.0,0.0,206934.0,Parking,0.0,4253577.5,WA,,,98115.0,92.0
136,2016,Holiday Inn Express North Seattle Shoreline,1926049012,5,False,Compliant,6.0,33.0,14115 Aurora Ave N,NonResidential,Seattle,89.0,127.29,Hotel,51390.0,47.73141,"Hotel, Parking",-122.3458,NORTHWEST,1.0,4.0,Hotel,51390.0,0.0,51390.0,Parking,0.0,3611538.0,WA,,,98133.0,20.0
137,2016,Broadview-Thomson K-8,1926049025,5,True,Error - Correct Default Data,6.0,32.0,13052 Greenwood Ave. N.,SPS-District K-12,Seattle,88.0,124.92,K-12 School,131909.0,47.72463,K-12 School,-122.35315,NORTHWEST,1.0,2.0,K-12 School,131013.0,0.0,131013.0,,,3894584.5,WA,,,98133.0,58.0
138,2016,Ingraham High,1926049321,5,False,Compliant,46.0,33.0,1819 N. 135th St.,SPS-District K-12,Seattle,92.0,443.73,K-12 School,245587.0,47.7257,K-12 School,-122.33684,NORTHWEST,1.0,1.0,K-12 School,245587.0,0.0,245587.0,,,11765682.0,WA,,,98133.0,62.0
139,2016,7066-Seattle-Northgate,1926049434,5,False,Compliant,46.0,33.0,13300 Stone Avenue N,NonResidential,Seattle,78.0,89.02,Hotel,70609.0,47.72551,Hotel,-122.3423,NORTHWEST,1.0,3.0,Hotel,69138.0,0.0,69138.0,,,3242458.0,WA,,,98133.0,19.0
140,2016,B.F. Day Elementary,1931301145,6,False,Missing Data,20.0,2.0,3921 Linden Ave. N.,SPS-District K-12,Seattle,75.0,14.67,K-12 School,66588.0,47.65464,K-12 School,-122.34912,LAKE UNION,1.0,3.0,K-12 School,66588.0,0.0,66588.0,,,0.0,WA,,,98103.0,30.0
144,2016,Alexis Hotel,1974600035,7,False,Compliant,14.0,19.0,1007 First Ave.,NonResidential,Seattle,98.0,142.39,Hotel,190980.0,47.6048,"Hotel, Parking",-122.3368,DOWNTOWN,1.0,5.0,Hotel,190980.0,0.0,190980.0,Parking,19051.0,6505995.0,WA,,,98104.0,117.0
145,2016,Benaroya Hall,1974700025,7,False,Compliant,14.0,24.0,200 University Street,Nonresidential COS,Seattle,,429.12,Other - Entertainment/Public Assembly,189750.0,47.60804,Other - Entertainment/Public Assembly,-122.3367,DOWNTOWN,1.0,6.0,Other,284100.0,0.0,284100.0,,,14641502.0,WA,,,98111.0,23.0
147,2016,Swedish Ballard,2767703875,6,False,Compliant,4.0,1.0,5300 Tallman Ave NW,NonResidential,Seattle,14.0,1990.5,Hospital (General Medical & Surgical),302661.0,47.66737,"Hospital (General Medical & Surgical), Parking",-122.37956000000001,BALLARD,4.0,5.0,Hospital,285333.0,0.0,285333.0,Parking,148865.0,68090728.0,WA,,,98107.0,67.0
148,2016,West Woodland Elementary,2768000375,6,True,Error - Correct Default Data,4.0,2.0,5601 4th Ave. N.W.,SPS-District K-12,Seattle,93.0,10.55,K-12 School,59097.0,47.6706,K-12 School,-122.36225,Ballard,1.0,2.0,K-12 School,55513.0,0.0,55513.0,,,1513570.75,WA,,,98107.0,30.0
15,2016,Hotel Monaco Seattle,0942000145,7,False,Compliant,14.0,19.0,1101 4th Avenue,NonResidential,Seattle,30.0,691.26,Hotel,133884.0,47.60695,Hotel,-122.33413999999999,DOWNTOWN,1.0,11.0,Hotel,133884.0,19279.0,153163.0,,,16016644.0,WA,,,98101.0,52.0
16,2016,5679-W Seattle,0942000165,7,False,Compliant,14.0,19.0,1112 Fourth Avenue,NonResidential,Seattle,36.0,740.97,Hotel,336640.0,47.60713,Hotel,-122.33323,DOWNTOWN,1.0,25.0,Hotel,272015.0,61161.0,333176.0,,,26941110.0,WA,,,98101.0,23.0
163,2016,Fire Station 10/FAC/EOC,5247801465,2,False,Compliant,27.0,22.0,105 5th Ave S,Nonresidential COS,Seattle,,176.75,Other,42755.0,47.60112,"Office, Other",-122.32785,DOWNTOWN,1.0,4.0,Other,61156.0,0.0,61156.0,Office,29219.0,9363374.0,WA,,,98104.0,15.0
167,2016,Wing Luke Museum,5247802715,2,False,Compliant,27.0,22.0,719 South King Street,NonResidential,Seattle,,46.26,Museum,58000.0,47.59809,Museum,-122.32283000000001,DOWNTOWN,1.0,4.0,Other,59000.0,13820.0,72820.0,,,2010454.625,WA,,,98104.0,111.0
168,2016,Hampton Inn Seattle Center,5458300285,7,False,Compliant,50.0,40.0,700 5th Ave N.,NonResidential,Seattle,76.0,228.4,Hotel,113702.0,47.62614,"Hotel, Parking",-122.3467,MAGNOLIA / QUEEN ANNE,1.0,4.0,Hotel,148022.0,14200.0,162222.0,Parking,32692.0,7946961.0,WA,,,98109.0,25.0
169,2016,Franklin High,5700000455,2,True,Error - Correct Default Data,38.0,42.0,3013 S. Mt. Baker Blvd.,SPS-District K-12,Seattle,90.0,170.84,K-12 School,289588.0,47.57589,K-12 School,-122.29365,SOUTHEAST,1.0,4.0,K-12 School,289588.0,0.0,289588.0,,,8819852.0,WA,,,98144.0,31.0
17,2016,Executive Pacific Plaza,0942000210,7,False,Compliant,14.0,19.0,400 Spring Street,NonResidential,Seattle,48.0,328.23,Hotel,65009.0,47.60699,Hotel,-122.33346,DOWNTOWN,1.0,9.0,Hotel,65009.0,0.0,65009.0,,,6596057.5,WA,,,98104.0,93.0
170,2016,SCCC FINE ARTS BUILDING,6003000470,3,False,Compliant,8.0,11.0,801 E PINE ST,NonResidential,Seattle,,74.33,College/University,64820.0,47.61495,College/University,-122.32177,EAST,1.0,3.0,University,63330.0,0.0,63330.0,,,3059758.0,WA,,,98122.0,106.0
172,2016,SSCC MAIN CAMPUS,6171900005,1,False,Compliant,45.0,13.0,6000 16th Ave SW,Campus,Seattle,,866.23,College/University,483000.0,47.547,College/University,-122.35307,DELRIDGE,27.0,2.0,University,441071.0,0.0,441071.0,,,38301744.0,WA,,,98106.0,51.0
173,2016,Seattle Children's Hospital 70th/Sand Point Way Administrative Offices,6418100005,4,False,Compliant,55.0,48.0,6901Sand Point Way NE,NonResidential,Seattle,,222.02,Office,92300.0,47.67828,"Data Center, Office",-122.26456,NORTHEAST,1.0,2.0,Small- and Mid-Sized Office,96300.0,0.0,96300.0,Data Center,4944.0,16319835.0,WA,,,98115.0,19.0
174,2016,CSC Vehicle Maintenance (E),6834700175,2,False,Compliant,27.0,22.0,805 S Charles St,Nonresidential COS,Seattle,,204.08,"Repair Services (Vehicle, Shoe, Locksmith, etc)",68359.0,47.59545,"Repair Services (Vehicle, Shoe, Locksmith, etc)",-122.32146000000002,GREATER DUWAMISH,1.0,1.0,Other,67356.0,0.0,67356.0,,,7475577.5,WA,,,98134.0,71.0
175,2016,Garfield High,6840701230,3,True,Error - Correct Default Data,9.0,17.0,400 23rd Ave.,SPS-District K-12,Seattle,60.0,359.09,K-12 School,254523.0,47.605979999999995,K-12 School,-122.30156000000001,CENTRAL,1.0,3.0,K-12 School,254523.0,0.0,254523.0,,,13567774.0,WA,,,98122.0,13.0
176,2016,Emerson Elementary,7129302300,2,True,Error - Correct Default Data,52.0,46.0,9709 60th Ave. S.,SPS-District K-12,Seattle,92.0,56.82,K-12 School,78804.0,47.51482,K-12 School,-122.25863999999999,SOUTHEAST,1.0,3.0,K-12 School,78804.0,0.0,78804.0,,,2499140.0,WA,,,98118.0,20.0
177,2016,Madrona K-8,7152200350,3,True,Error - Correct Default Data,32.0,8.0,1121 33rd Ave.,SPS-District K-12,Seattle,79.0,41.74,K-12 School,66994.0,47.61224,K-12 School,-122.29087,CENTRAL,1.0,3.0,K-12 School,66994.0,0.0,66994.0,,,2371304.5,WA,,,98122.0,19.0
178,2016,Van Asselt Elementary,7243500230,2,True,Error - Correct Default Data,58.0,44.0,8311 Beacon Ave S,SPS-District K-12,Seattle,88.0,94.64,K-12 School,98357.0,47.52915,K-12 School,-122.28903999999999,GREATER DUWAMISH,1.0,3.0,K-12 School,98357.0,0.0,98357.0,,,3456131.5,WA,,,98118.0,21.0
179,2016,Seattle's Union Gospel Mission - Admin,7378600265,2,False,Compliant,40.0,44.0,3800 S Othello St,NonResidential,Seattle,,61.21,Office,25765.0,47.538270000000004,"Office, Other",-122.28406000000001,GREATER DUWAMISH,1.0,1.0,Small- and Mid-Sized Office,54765.0,0.0,54765.0,Other,25000.0,4253369.5,WA,,,98118.0,63.0
18,2016,Crowne Plaza Hotel Seattle,0942000235,7,False,Compliant,14.0,19.0,1113 6th Ave,NonResidential,Seattle,58.0,648.62,Hotel,295511.0,47.608090000000004,"Hotel, Parking",-122.33211999999999,DOWNTOWN,1.0,33.0,Hotel,258352.0,57600.0,315952.0,Parking,57600.0,22325364.0,WA,,,98101.0,41.0
180,2016,Hope Place,7378600265,2,False,Compliant,40.0,44.0,3802 S Othello St,NonResidential,Seattle,,100.46,Other - Lodging/Residential,46483.0,47.53722,"Food Service, Office, Other - Lodging/Residential",-122.28399999999999,GREATER DUWAMISH,1.0,5.0,Other,89821.0,0.0,89821.0,Office,37938.0,1950092.5,WA,Food Service,4579.0,98118.0,12.0
182,2016,Otto Miller Hall,7443000070,7,False,Compliant,50.0,39.0,3469 3rd Ave. W,NonResidential,Seattle,,104.26,College/University,52611.0,47.65147,College/University,-122.36121999999999,MAGNOLIA / QUEEN ANNE,1.0,2.0,University,52611.0,0.0,52611.0,,,4116871.5,WA,,,98119.0,41.0
183,2016,Emerson Hall,7443000375,7,False,Compliant,50.0,39.0,500 W. Emerson,NonResidential,Seattle,89.0,129.39,Residence Hall/Dormitory,135520.0,47.65068,Residence Hall/Dormitory,-122.36331000000001,MAGNOLIA / QUEEN ANNE,1.0,4.0,Residence Hall,102100.0,37500.0,139600.0,,,4448582.5,WA,,,98119.0,20.0
185,2016,Nathan Hale High,2826049152,5,False,Compliant,29.0,29.0,17050 30th Ave. N.E.,SPS-District K-12,Seattle,96.0,222.78,K-12 School,238550.0,47.70763,"K-12 School, Parking",-122.29453000000001,NORTH,1.0,2.0,K-12 School,236758.0,0.0,236758.0,Parking,0.0,8355988.5,WA,,,98125.0,10.0
187,2016,Youth Services Center,2908700085,3,False,Compliant,19.0,16.0,1211 E Alder Street,NonResidential,Seattle,,422.39,Other,137565.0,47.604620000000004,"Courthouse, Other",-122.31549,CENTRAL,3.0,6.0,Other,250981.0,0.0,250981.0,Courthouse,78357.0,13071700.0,WA,,,98122.0,50.0
189,2016,Greenwood Elementary,2919200635,6,True,Error - Correct Default Data,23.0,23.0,144 N.W. 80th St.,SPS-District K-12,Seattle,96.0,54.07,K-12 School,62526.0,47.68725,K-12 School,-122.35996000000002,NORTHWEST,1.0,3.0,K-12 School,62526.0,0.0,62526.0,,,1986094.875,WA,,,98117.0,19.0
19,2016,Hotel Vintage Seattle,0942000265,7,False,Compliant,14.0,19.0,1100 5th Avenue,NonResidential,Seattle,35.0,511.39,Hotel,67390.0,47.60755,"Hotel, Parking",-122.33243999999999,DOWNTOWN,1.0,11.0,Hotel,66990.0,25200.0,92190.0,Parking,25200.0,10750010.0,WA,,,98101.0,99.0
190,2016,Emerald Services,2924049043,2,False,Compliant,22.0,37.0,7343 E Marginal Way S,NonResidential,Seattle,21.0,49.58,Office,30000.0,47.536,"Non-Refrigerated Warehouse, Office, Other - Services",-122.31768000000001,GREATER DUWAMISH,1.0,3.0,Small- and Mid-Sized Office,64015.0,0.0,64015.0,Non-Refrigerated Warehouse,15000.0,3242077.75,WA,Other - Services,9015.0,98108.0,14.0
194,2016,Northgate Mall,2926049025,5,False,Compliant,46.0,28.0,401 Northgate Way,NonResidential,Seattle,98.0,723.47,Retail Store,505103.0,47.70759,"Restaurant, Retail Store",-122.3255,NORTH,1.0,1.0,Retail Store,530039.0,0.0,530039.0,Restaurant,24936.0,27717034.0,WA,,,98125.0,70.0
19461,2016,University Unitarian Church,0431000005,4,False,Compliant,55.0,48.0,6556 35th AVE NE,NonResidential,Seattle,90.0,31.74,Worship Facility,22220.0,47.67738,Worship Facility,-122.28996000000001,NORTHEAST,1.0,2.0,Worship Facility,22220.0,0.0,22220.0,,,778355.8125,WA,,,98115.0,64.0
19462,2016,Wedgwood Elementary,0439000615,5,True,Error - Correct Default Data,55.0,48.0,2720 N.E. 85th St.,SPS-District K-12,Seattle,87.0,89.08,K-12 School,50956.0,47.690540000000006,K-12 School,-122.29705,NORTHEAST,1.0,1.0,K-12 School,46732.0,0.0,46732.0,,,2331952.75,WA,,,98115.0,66.0
19472,2016,Puget Sound Energy Georgetown Operations Center,0001800033,2,False,Compliant,58.0,37.0,6500 Ursula Place South,NonResidential,Seattle,,30.52,Office,23751.0,47.54437,"Non-Refrigerated Warehouse, Office, Other",-122.30863000000001,GREATER DUWAMISH,1.0,1.0,Mixed Use Property,44700.0,0.0,44700.0,Other,14024.0,2042771.0,WA,Non-Refrigerated Warehouse,10095.0,98108.0,59.0
19477,2016,SeaTac Marine Services,0001800128,2,False,Compliant,22.0,37.0,6701 Fox Ave S,NonResidential,Seattle,1.0,11.29,Non-Refrigerated Warehouse,40000.0,47.54137,Non-Refrigerated Warehouse,-122.33051,GREATER DUWAMISH,1.0,1.0,Warehouse,44100.0,0.0,44100.0,,,1618916.375,WA,,,98108.0,45.0
19481,2016,Shultz Distribution,0001800159,2,False,Compliant,22.0,37.0,6801 EAST MARGINAL WAY S,NonResidential,Seattle,13.0,24.39,Distribution Center,27800.0,47.541129999999995,Distribution Center,-122.32633,GREATER DUWAMISH,1.0,1.0,Distribution Center,27800.0,0.0,27800.0,,,1224186.25,WA,,,98108.0,56.0
19489,2016,Seadrunar Recycling,0005000001,2,False,Compliant,22.0,36.0,28 S Brandon St,NonResidential,Seattle,3.0,17.87,Non-Refrigerated Warehouse,46340.0,47.554359999999996,Non-Refrigerated Warehouse,-122.33631000000001,GREATER DUWAMISH,1.0,1.0,Warehouse,46340.0,0.0,46340.0,,,2564004.0,WA,,,98134.0,20.0
19491,2016,Pacific Multiforms Inc- Campus,0005200056,2,False,Compliant,58.0,37.0,6606 Urusla Pl. South,Campus,Seattle,,101.5,Manufacturing/Industrial Plant,22800.0,47.541340000000005,Manufacturing/Industrial Plant,-122.30528999999999,GREATER DUWAMISH,3.0,1.0,Other,22800.0,0.0,22800.0,,,2222097.5,WA,,,98155.0,27.0
195,2016,Seattle-Northgate,2926049409,5,False,Compliant,46.0,28.0,10631 8th Ave NE,NonResidential,Seattle,,231.53,Other/Specialty Hospital,47012.0,47.7066,Other/Specialty Hospital,-122.321,NORTH,1.0,3.0,Other,54224.0,0.0,54224.0,,,7265178.0,WA,,,98125.0,57.0
19501,2016,RLIBuilding,0007600192,3,False,Compliant,19.0,16.0,105 14TH AVENUE,NonResidential,Seattle,69.0,36.02,Office,38460.0,47.60191,Office,-122.31438,CENTRAL,1.0,3.0,Small- and Mid-Sized Office,38460.0,0.0,38460.0,,,1950713.25,WA,,,98122.0,111.0
19520,2016,Woodland Park Methodist Church,0091000085,6,False,Compliant,23.0,25.0,302 N. 78TH ST,NonResidential,Seattle,54.0,43.84,Worship Facility,21022.0,47.685759999999995,Worship Facility,-122.35481000000001,NORTHWEST,1.0,2.0,Worship Facility,21022.0,0.0,21022.0,,,945245.625,WA,,,98103.0,99.0
19537,2016,Alki Elementary,0148000064,1,True,Error - Correct Default Data,2.0,49.0,3010 59th Ave S.W.,SPS-District K-12,Seattle,93.0,70.76,K-12 School,51489.0,47.5773,K-12 School,-122.4074,SOUTHWEST,1.0,2.0,K-12 School,51489.0,0.0,51489.0,,,1984067.625,WA,,,98116.0,67.0
19559,2016,Noble Building,0323049025,2,False,Compliant,58.0,44.0,9860 40th Ave S,NonResidential,Seattle,49.0,86.46,Distribution Center,48001.0,47.51127,Distribution Center,-122.281,GREATER DUWAMISH,1.0,1.0,Distribution Center,48001.0,0.0,48001.0,,,2143650.75,WA,,,98118.0,54.0
19565,2016,(ID19565) Nelson Trucking,0323049146,2,False,Compliant,58.0,44.0,9747 M L KING JR WAY S,NonResidential,Seattle,,3.58,Non-Refrigerated Warehouse,23620.0,47.51399,"Non-Refrigerated Warehouse, Office",-122.27946000000001,GREATER DUWAMISH,1.0,1.0,Warehouse,26380.0,0.0,26380.0,Office,2760.0,509124.0,WA,,,98118.0,42.0
19570,2016,pape' Material Handling Seattle,0323049202,2,False,Compliant,58.0,44.0,9892 40th Ave S,NonResidential,Seattle,10.0,77.04,Non-Refrigerated Warehouse,29551.0,47.51018,"Non-Refrigerated Warehouse, Office",-122.28192,GREATER DUWAMISH,1.0,1.0,Warehouse,37351.0,0.0,37351.0,Office,9569.0,2559461.75,WA,,,98118.0,52.0
